Date,Close,High,Low,Open,Volume,Ticker,Daily_Return,Rolling_Volatility,SMA_20,SMA_50,RSI,MACD,MACD_Signal,BB_High,BB_Low,Momentum_10,Risk_Label
2020-03-13,5.997486591339111,6.001968930462795,5.468809487172114,5.7399959913924885,634836000.0,NVDA,0.1134023548007707,0.0619454571348388,6.729117798805237,6.404515104293823,44.43599404618222,-0.1399394794240258,0.0042742711202765,7.884610233170186,5.573625364440288,-0.7278947830200195,2
2020-03-16,4.890823841094971,5.630424311039589,4.8310582281153325,5.289510622766234,726972000.0,NVDA,-0.184521087857413,0.073420837907592,6.613051867485046,6.382916479110718,35.2892681573971,-0.2445348784043925,-0.0454875587846573,7.995252986388968,5.2308507485811235,-1.9929356575012207,2
2020-03-17,5.4105353355407715,5.4999350927091735,4.7563506413155645,5.003132824039129,833632000.0,NVDA,0.1062625666618666,0.0758334839239815,6.51453468799591,6.37362343788147,41.39066498301043,-0.2822376515140812,-0.0928375773305421,7.94385442768027,5.085214948311551,-1.2107539176940918,2
2020-03-18,5.050698280334473,5.228003117587836,4.49936014151832,4.982963997555656,874268000.0,NVDA,-0.0665067378532024,0.0763439297301388,6.375465154647827,6.356640930175781,38.67187047546065,-0.3372654279952343,-0.1417231474634805,7.806187747699234,4.944742561596421,-2.034273147583008,2
2020-03-19,5.3034563064575195,5.397089051683916,4.815868008217613,5.029280865027534,765512000.0,NVDA,0.050044174506957,0.0758272523880138,6.256499767303467,6.343285007476807,41.57493659275052,-0.3563718442028998,-0.1846528868113644,7.627043672742691,4.885955861864242,-1.502110481262207,2
2020-03-20,5.123661994934082,5.735512835022554,5.108222459616353,5.453618059477719,804636000.0,NVDA,-0.0339013468074619,0.075930355568127,6.14674985408783,6.326109199523926,40.120097821597376,-0.3816226071742745,-0.2240468308839464,7.511021720141489,4.78247798803417,-1.5013628005981443,2
2020-03-23,5.296482086181641,5.39086242199095,4.943615733086571,5.122663645719731,643876000.0,NVDA,0.0337297993931744,0.0763313966425275,6.071511459350586,6.31107575416565,42.21331373691469,-0.3832707747910815,-0.2558916196653735,7.449013340495091,4.694009578206082,-0.8155546188354492,2
2020-03-24,6.205171585083008,6.291832190242781,5.67898483228585,5.702641909786317,1101644000.0,NVDA,0.1715647261929027,0.0849094797034269,6.055681872367859,6.313569021224976,51.76171694498825,-0.3077062648942714,-0.2662545487111531,7.419330209236916,4.692033535498801,-0.2963356971740722,2
2020-03-25,6.116518497467041,6.51993651399452,6.067709603569407,6.320219550387866,793432000.0,NVDA,-0.0142869679589658,0.0844752575218387,6.028451204299927,6.310476474761963,50.87843422022176,-0.2520687183758872,-0.2634173826440999,7.3641147215385985,4.692787687061255,-0.0211672782897949,2
2020-03-26,6.405884742736816,6.529898321725795,6.225591384455228,6.323706480486076,696108000.0,NVDA,0.0473089790196183,0.0849855298842136,6.0342286109924315,6.315510683059692,53.65816645047291,-0.1825221228385274,-0.2472383306829854,7.375361691536751,4.693095530448112,1.0192546844482422,2
