Date,Close,High,Low,Open,Volume,Ticker
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2020-01-02,67.87301635742188,67.87301635742188,66.77261429289413,66.86782800712254,27278000,GOOGL
2020-01-03,67.5179672241211,68.12445823826381,66.81378810886194,66.84751358265558,23408000,GOOGL
2020-01-06,69.31758880615234,69.34287723228258,66.99627473144326,67.02751070483214,46768000,GOOGL
2020-01-07,69.1836929321289,69.59975639798446,69.00765007438353,69.44900196622598,34330000,GOOGL
2020-01-08,69.67613220214844,70.01384094895226,69.06071987013958,69.16931937572167,35314000,GOOGL
2020-01-09,70.4075698852539,70.84842231020016,69.93249258400905,70.51368743228274,33200000,GOOGL
2020-01-10,70.86233520507812,71.1588878585611,70.39817669120252,70.88763120468502,26258000,GOOGL
2020-01-13,71.41130065917969,71.4832009224904,70.68430742640342,71.17425376918445,30730000,GOOGL
2020-01-14,70.94316101074219,71.54022369151787,70.80331039967703,71.40980138157744,26076000,GOOGL
2020-01-15,71.37013244628906,71.44848723259247,70.99622386006052,71.06366724106702,21550000,GOOGL
2020-01-16,71.91363525390625,71.94041435124791,71.40979626083083,71.68006159560105,26080000,GOOGL
2020-01-17,73.3696060180664,73.42068229124506,72.23052189077428,72.52756636187075,52424000,GOOGL
2020-01-21,73.50497436523438,73.88334730517278,72.90790422686986,73.34380038673889,48930000,GOOGL
2020-01-22,73.58531188964844,74.41396566579424,73.5253143022731,73.87591692725086,28458000,GOOGL
2020-01-23,73.62598419189453,74.06287927041319,73.40927702930324,73.7678173234847,26650000,GOOGL
2020-01-24,72.70758056640625,74.09758915730573,72.55930047284312,74.02915451930895,29786000,GOOGL
2020-01-27,70.99970245361328,71.24021496663292,70.3932113908152,70.99028171808679,34132000,GOOGL
2020-01-28,71.93049621582031,72.14373017574707,70.93174708981847,71.49608309873746,29724000,GOOGL
2020-01-29,72.23794555664062,72.60689777918915,71.67708278899732,72.32522164792377,21566000,GOOGL
2020-01-30,72.116455078125,72.16604067283447,71.16184346943253,71.31557167668379,27110000,GOOGL
2020-01-31,71.0517578125,72.88113570169328,70.76809913606537,72.79137767304688,43822000,GOOGL
2020-02-03,73.52234649658203,73.70583517915193,72.23349910803961,72.48343235004066,71636000,GOOGL
2020-02-04,71.6780776977539,72.76558597572388,70.51866160482743,72.12835848746417,95880000,GOOGL
2020-02-05,71.7098159790039,72.62871964997271,70.89802869966074,72.58061715621994,36376000,GOOGL
2020-02-06,73.19356536865234,73.47077712052415,71.92951458765228,72.00389677738615,37822000,GOOGL
2020-02-07,73.34928131103516,73.65376403173339,72.66989870721373,72.76808623135152,28360000,GOOGL
2020-02-10,74.81465148925781,74.82556289282728,73.15536902814524,73.25603845469743,38302000,GOOGL
2020-02-11,74.88407897949219,75.86696037630945,74.65546917942103,75.0432628919805,34852000,GOOGL
2020-02-12,75.30907440185547,75.39188605793423,74.81515553865327,75.17170572454793,31042000,GOOGL
2020-02-13,75.0492172241211,75.67206769006663,74.58356058636251,74.88110442539049,22914000,GOOGL
2020-02-14,75.31402587890625,75.37948673334321,74.66042372612603,75.1057482210196,23198000,GOOGL
2020-02-18,75.3492431640625,75.90068528400265,74.93119712969819,75.09633617170891,25642000,GOOGL
2020-02-19,75.61852264404297,75.90961957394465,75.42562079756561,75.73406852705827,22746000,GOOGL
2020-02-20,75.22774505615234,75.72761146175247,74.59645752229817,75.32791507548832,25962000,GOOGL
2020-02-21,73.56497192382812,74.92820867419994,73.31851194016726,74.6123152432985,42520000,GOOGL
2020-02-24,70.41106414794922,71.23029739241912,69.76292508716311,70.56925684195184,49560000,GOOGL
2020-02-25,68.747802734375,71.25358934741597,68.45522273304678,70.96349127440813,51580000,GOOGL
2020-02-26,68.9535903930664,70.10408510430565,68.26329659306435,69.17724388929183,49776000,GOOGL
2020-02-27,65.20854187011719,67.90872819863856,65.17333330002323,67.3999329583381,62290000,GOOGL
2020-02-28,66.41358947753906,66.5722739739755,62.89070436777219,63.193204492422396,80198000,GOOGL
2020-03-02,68.747802734375,68.80482655090657,65.71685370908082,67.01562107182778,55430000,GOOGL
2020-03-03,66.33773040771484,69.83234647642158,65.9172024061507,69.31115659442902,56602000,GOOGL
2020-03-04,68.51373291015625,68.57224739337018,66.30200954107818,67.3910084911232,47598000,GOOGL
2020-03-05,65.19913482666016,67.12670796663788,64.5485139115482,66.72601271363625,54380000,GOOGL
2020-03-06,64.25592803955078,64.6035493381855,62.34521781036266,62.9769971984103,64640000,GOOGL
2020-03-09,60.29119873046875,62.12305866079698,59.41097297068797,59.75413741242582,69252000,GOOGL
2020-03-10,63.23585891723633,63.26958060641454,60.227720041786434,62.20537812329449,54872000,GOOGL
2020-03-11,60.0486946105957,62.331330808488026,59.06879454018304,61.901881557171805,54732000,GOOGL
2020-03-12,55.12191390991211,58.95027293420525,54.96917696011716,55.67087782381842,94326000,GOOGL
2020-03-13,60.2158203125,60.2222672728443,55.15861501655473,58.26791891565671,79400000,GOOGL
2020-03-16,53.21022033691406,56.804014722190885,52.91664529324998,54.03391030090798,96520000,GOOGL
2020-03-17,55.44475555419922,55.838500656792085,52.02502120581383,54.08499542768201,83194000,GOOGL
2020-03-18,54.11226272583008,54.79660524805218,51.424970078900834,52.56257095894629,93044000,GOOGL
2020-03-19,55.127864837646484,57.15808582583962,52.3448667261516,53.96497557597738,74064000,GOOGL
2020-03-20,52.972679138183594,56.45737823212612,52.66968337475193,56.08148339433845,82878000,GOOGL
2020-03-23,52.27445602416992,52.90821796189328,50.03000577141187,52.38553745507887,83672000,GOOGL
2020-03-24,56.037349700927734,56.20198931680837,53.87621071144316,54.74652002572422,72468000,GOOGL
2020-03-25,54.629486083984375,56.838723734721434,53.70661363639943,55.76807440928379,90324000,GOOGL
2020-03-26,57.66936492919922,58.09385791556648,54.15392148412994,55.27912035694048,76562000,GOOGL
2020-03-27,55.05794143676758,57.08072413814863,54.747507477226314,55.911387956901635,62794000,GOOGL
2020-03-30,56.845664978027344,57.07824358467989,54.4742659158485,56.16776944914525,58736000,GOOGL
2020-03-31,57.62125778198242,58.18906316864204,56.370097362055304,56.96567688694709,65228000,GOOGL
2020-04-01,54.65329360961914,56.008097373392076,54.22632246793909,55.73931890160938,51970000,GOOGL
2020-04-02,55.3936767578125,55.678322926721385,54.20847268836694,54.54915520216464,56410000,GOOGL
2020-04-03,54.18714141845703,55.48094867701905,53.31336646721793,55.27862233919662,51374000,GOOGL
2020-04-06,58.674556732177734,59.049456548881885,55.78890642035224,56.18562904604569,63320000,GOOGL
2020-04-07,58.643314361572266,60.538652600864694,58.37999159575854,60.3516945343309,61620000,GOOGL
2020-04-08,59.85529327392578,60.247055806495155,58.71224047565648,59.661892044147216,40334000,GOOGL
2020-04-09,59.83396911621094,60.59864892090374,59.132268239290795,60.40971213758575,54028000,GOOGL
2020-04-13,60.02439880371094,60.228215813461446,58.63190840184953,59.582551251526766,38702000,GOOGL
2020-04-14,62.74293899536133,63.26462449371434,60.923473469967675,61.49029147762071,63358000,GOOGL
2020-04-15,62.34967803955078,63.23287746103691,61.19422699271191,61.81459930556667,42236000,GOOGL
2020-04-16,62.35612106323242,63.14609305744218,61.402504500274134,62.837641603060725,57896000,GOOGL
2020-04-17,63.425785064697266,63.971275807142504,62.78111177962652,63.55967676795776,51050000,GOOGL
2020-04-20,62.54059982299805,63.3176779307609,62.307029946262375,62.97401789004605,35292000,GOOGL
2020-04-21,60.111183166503906,61.98767228700058,59.756116084668555,61.62616202853529,49648000,GOOGL
2020-04-22,62.404727935791016,63.469426000735105,61.35292000771885,61.546816874331455,46296000,GOOGL
2020-04-23,63.03749465942383,63.87953802477549,62.50985788688982,62.76822057097703,34202000,GOOGL
2020-04-24,63.30677032470703,63.361815406709226,61.69013080899274,62.23562155598527,37402000,GOOGL
2020-04-27,63.022125244140625,64.17460265209323,62.73450152115081,64.07046002760272,44186000,GOOGL
2020-04-28,61.124305725097656,63.711420702689196,61.0147111939967,63.634064753405866,80700000,GOOGL
2020-04-29,66.55888366699219,67.4500168748035,65.79271704540977,66.6987266872826,108358000,GOOGL
2020-04-30,66.78303527832031,66.94668363522894,65.53336173174351,66.02232428665536,55842000,GOOGL
2020-05-01,65.3260726928711,67.0175974915961,64.9462166247324,65.66179886879097,48872000,GOOGL
2020-05-04,65.60279846191406,65.68066140503612,64.2693217841076,64.8703571166815,30806000,GOOGL
2020-05-05,66.89808654785156,67.98857626005707,66.20432703264936,66.32681171124734,39666000,GOOGL
2020-05-06,66.72005462646484,67.87352315827798,66.70517819138973,67.34340449678658,31732000,GOOGL
2020-05-07,67.90278625488281,68.23603812169104,67.0726492790664,67.50755427769955,30652000,GOOGL
2020-05-08,68.64962768554688,69.25958438152375,68.03818031893636,68.52466105856902,33326000,GOOGL
2020-05-11,69.60421752929688,70.19632388908829,68.2112352957633,68.27520548318408,32718000,GOOGL
2020-05-12,68.19537353515625,70.13682424784653,68.16214747442724,69.83383223606998,33918000,GOOGL
2020-05-13,66.8638687133789,68.69870991776949,65.8561982347185,68.24396464855478,40368000,GOOGL
2020-05-14,67.28688049316406,67.31216892241369,65.62263398187353,66.12944679284938,36660000,GOOGL
2020-05-15,68.0902328491211,68.16560628520914,66.40118989060014,66.86039957997617,41544000,GOOGL
2020-05-18,68.69126892089844,69.06715998167876,67.15496289864852,67.52094138012248,47094000,GOOGL
2020-05-19,68.15669250488281,69.05377345364818,68.12495711426654,68.70615212677366,31586000,GOOGL
2020-05-20,69.88043975830078,70.02276472704372,68.80235214483642,68.88863698818672,38262000,GOOGL
2020-05-21,69.76093292236328,70.24244974483369,69.14799496101227,69.9711931242331,30894000,GOOGL
2020-05-22,70.082763671875,70.26921852029433,69.22534831600099,69.61958897415187,28544000,GOOGL
2020-05-26,70.4859390258789,71.66321308887383,70.38825092272327,71.50700292608954,44590000,GOOGL
2020-05-27,70.431884765625,70.68330865481425,69.15841334614704,70.4179995868047,31684000,GOOGL
2020-05-28,70.33071899414062,71.63096943029363,69.38057178014799,69.426192345688,35170000,GOOGL
2020-05-29,71.08845520019531,71.24763911516013,70.2186452926417,70.4393174660561,37044000,GOOGL
2020-06-01,71.1553955078125,71.48814791077972,70.53105438742989,70.70065785212817,25162000,GOOGL
2020-06-02,71.52436065673828,71.55857797653256,70.49784106291007,71.16185531852858,23442000,GOOGL
2020-06-03,71.37261199951172,71.85661074693132,70.99423898126727,71.5436985914345,27732000,GOOGL
2020-06-04,70.13533020019531,71.47526126931832,69.72423054944969,71.25011707361648,26982000,GOOGL
2020-06-05,71.41079711914062,71.72222618313101,69.80407376319808,70.20178767828749,42642000,GOOGL
2020-06-08,71.80850982666016,71.85611291261435,70.64016468589004,70.72943087648002,33878000,GOOGL
2020-06-09,72.00884246826172,72.78840250945899,71.52682627591334,71.66965065277674,33624000,GOOGL
2020-06-10,72.63467407226562,73.0348622998667,72.1219137520516,72.47648141459497,31762000,GOOGL
2020-06-11,69.52041625976562,71.98504674451961,69.34734716096332,71.46087559148388,47144000,GOOGL
2020-06-12,70.06690216064453,71.1375515555571,68.7220148203328,70.70859413359544,36676000,GOOGL
2020-06-15,70.45469665527344,70.66594810504006,68.79144145539158,68.90500481086467,30468000,GOOGL
2020-06-16,71.73064422607422,72.26125473639239,70.86380812050945,71.85610266711461,30648000,GOOGL
2020-06-17,72.03165435791016,72.51069676200414,71.16829143028149,72.0514946495563,30610000,GOOGL
2020-06-18,71.11821746826172,72.05298894392186,70.72744235742255,71.89826945258076,34862000,GOOGL
2020-06-19,70.6480941772461,71.63295053322123,70.36840054135394,71.40979643273978,52784000,GOOGL
2020-06-22,71.93841552734375,71.9528001156062,70.37782012080314,70.66643504216344,29442000,GOOGL
2020-06-23,72.59896087646484,73.15536677281354,71.65774262823108,72.00487204800746,37752000,GOOGL
2020-06-24,71.04779815673828,73.18463264160842,70.91390265538281,72.56426402456245,31592000,GOOGL
2020-06-25,71.46435546875,71.52485247707787,70.39518907866939,70.97440158641986,23958000,GOOGL
2020-06-26,67.56855773925781,71.2620309157348,67.19464912086197,71.0443324709368,97640000,GOOGL
2020-06-29,69.28585815429688,69.32702184746623,67.02851386270075,67.45945384242283,45074000,GOOGL
2020-06-30,70.32128143310547,70.61634331706728,68.77803680289975,69.2714637504113,40286000,GOOGL
2020-07-01,71.50897979736328,71.83032898693156,70.12938326370785,70.3768421161721,42182000,GOOGL
2020-07-02,72.89403533935547,73.81592043493603,71.95876447702986,71.99695439492824,57218000,GOOGL
2020-07-06,74.36785125732422,74.88111101976311,73.24364363672055,73.79756767696199,44712000,GOOGL
2020-07-07,73.88533782958984,75.44246780197778,73.87442642573149,74.19329366469888,42364000,GOOGL
2020-07-08,74.56373596191406,74.93913520411024,74.0033649498385,74.42488417311117,31766000,GOOGL
